qt5-multimedia 5.10.1-1
qt5-quickcontrols 5.10.1-1
qt5-sensors 5.10.1-1
qt5-serialport 5.10.1-1
qt5-styleplugins 5.0.0.20170311-5
qt5-svg 5.10.1-1
qt5-webchannel 5.10.1-1
qt5-webkit 5.212.0alpha2-12
qt5-x11extras 5.10.1-1
qt5-xmlpatterns 5.10.1-1
ranger 1.9.1-1
raptor 2.0.15-7
rasqal 1:0.9.33-2
re2 20180201-1
readline 7.0.003-1
redland 1:1.0.17-4
redshift 1.11-5
reiserfsprogs 3.6.27-1
rest 0.8.1-1
rhash 1.3.5-2
rofi 1.5.0-2
rpcbind 0.2.4-4
rsync 3.1.3-1
rtkit 0.11+8+ge0a51fe-1
rtmpdump 1:2.4.r96.fa8646d-3
rubberband 1.8.1-4
ruby 2.5.0-4
ruby-hpricot 0.8.6-6
ruby-mustache 1.0.3-3
ruby-rdiscount 2.2.0.1-3
ruby-ronn 0.7.3-7
run-parts 4.8.4-1
rxvt-unicode 9.22-5
rxvt-unicode-terminfo 9.22-5
s-nail 14.9.7-1
sane 1.0.27-1
sbc 1.3-1
schroedinger 1.0.11-3
screenfetch 3.8.0.r45.ga0bffe0-1
scrot 0.8.17-2
sdl 1.2.15-9
sdl2 2.0.7-1
sdl_image 1.2.12-4
sed 4.4-1
serf 1.3.9-2
shadow 4.5-4
shared-mime-info 1.9-1
siji-git r22.2546822-1
simplescreenrecorder 0.3.9-4
sip 4.19.8-1
slang 2.3.1a-2
smbclient 4.7.5-1
snappy 1.1.7-1
sound-theme-freedesktop 0.8-2
soundtouch 2.0.0-1
spandsp 0.0.6-1
spectre-meltdown-checker 0.35-1
speex 1.2.0-1
speexdsp 1.2rc3-2
splix 2.0.0-13
sqlite 3.22.0-1
srandrd 0.5-1
sshfs 3.3.1-1
startdde 3.1.24-1.1
startup-notification 0.12-5
subversion 1.9.7-4
sudo 1.8.22-1
sushi 3.24.0-1
swig 3.0.12-1
sysfsutils 2.1.0-9
syslog-ng 3.13.2-2
system-config-printer 1.5.11-2
systemd 237.64-1
systemd-sysvcompat 237.64-1
t1lib 5.1.2-6
taglib 1.11.1-1
talloc 2.1.11-1
tar 1.30-1
tcl 8.6.8-1
tcpdump 4.9.2-1
tdb 1.3.15-1
telepathy-glib 0.24.1-1
terminator 1.91-5
terminology 1.1.1-1
terminus-font 4.46-1.1
tevent 1:0.9.36-1
texinfo 6.5-1
thin-provisioning-tools 0.7.5-1
tlp 1.1-1.0
tor 0.3.2.9-1
torsocks 2.2.0-1
totem-plparser 3.26.0-1
touchegg 1.1.1-3
traceroute 2.1.0-1
tracker 2.0.3-1
transmission-gtk 2.93-1
tre 0.8.0-4
treefrog-framework 1.20.0-1
tslib 1.15-1
ttf-bitstream-vera 1.10-11
ttf-dejavu 2.37-2
ttf-droid 20121017-5
ttf-font-awesome 5.0.7-1
ttf-font-icons 1.1-3
ttf-inconsolata 1:2.0.0.1-2
ttf-indic-otf 0.2-8
ttf-liberation 2.00.1-7
tzdata 2018c-1
uchardet 0.0.6-1
udisks2 2.7.6-1
ufw 0.35-3
unzip 6.0-12
upower 0.99.7-1
urxvt-perls 2.2-1
usbmuxd 1.1.0+28+g46bdf3e-1
usbutils 009-1
util-linux 2.31.1-1
v4l-utils 1.14.2-1
v86d 0.1.10-5
vamp-plugin-sdk 2.7.1-1
vertex-maia-themes 20171114-1
vi 1:070224-2
vid.stab 1.1-1
vim 8.0.1542-2
vim-runtime 8.0.1542-2
vlc 2.2.8-4
volume_key 0.3.9-5
vpnc 0.5.3.svn550-2
vte-common 0.51.3-0.1
vte3 0.51.3-0.1
vulkan-icd-loader 1.0.68.0-1
vulkan-intel 17.3.6-1
wavpack 5.1.0-2
wayland 1.14.0-1
wayland-protocols 1.12-1
webkit2gtk 2.18.6-1
webrtc-audio-processing 0.3-2
wget 1.19.4-1
which 2.21-2
wildmidi 0.4.2-1
wireless-regdb 2017.03.07-1
wireless_tools 30.pre9-1
wpa_supplicant 1:2.6-11
wsjtx 1.8.0-1
x265 2.6-1
xarchiver 0.5.4.12-1
xbitmaps 1.1.1-3
xcb-proto 1.12-3
xcb-util 0.4.0-1
xcb-util-cursor 0.1.3-1
xcb-util-image 0.4.0-1
xcb-util-keysyms 0.4.0-1
xcb-util-renderutil 0.3.9-1
xcb-util-wm 0.4.1-1
xcb-util-xrm 1.2-2
xcur2png 0.7.1-5
xcursor-breeze 5.11.5-1
xdg-su 1.2.3-1
xdg-user-dirs 0.16-1
xdg-utils 1.1.2-1
xf86-input-elographics 1.4.1-7
xf86-input-evdev 2.10.5-1
xf86-input-keyboard 1.9.0-2
xf86-input-libinput 0.26.0-1
xf86-input-mouse 1.9.2-3
xf86-input-void 1.4.1-3
xf86-video-intel 1:2.99.917+812+g75795523-1
xfsprogs 4.14.0-1
xkeyboard-config 2.23.1-2
xmlrpc-c 1:1.43.06-2
xmlsec 1.2.25-1
xorg-bdftopcf 1.1-1
xorg-font-util 1.3.1-1
xorg-font-utils 7.6-4
xorg-fonts-alias 1.0.3-1
xorg-fonts-encodings 1.0.4-4
xorg-fonts-misc 1.0.3-5
xorg-luit 1.1.1-2
xorg-mkfontdir 1.0.7-8
xorg-mkfontscale 1.1.2-1
xorg-server 1.19.6+13+gd0d1a694f-1
xorg-server-common 1.19.6+13+gd0d1a694f-1
xorg-server-devel 1.19.6+13+gd0d1a694f-1
xorg-setxkbmap 1.3.1-1
xorg-twm 1.0.9-1
xorg-util-macros 1.19.1-1
xorg-xauth 1.0.10-1
xorg-xbacklight 1.2.1-1
xorg-xdpyinfo 1.3.2-1
xorg-xfd 1.1.2-1
xorg-xhost 1.0.7-1
xorg-xinit 1.3.4-4
xorg-xinput 1.6.2-1
xorg-xkbcomp 1.4.1-1
xorg-xmodmap 1.0.9-1
xorg-xprop 1.2.2-1
xorg-xrandr 1.5.0-1
xorg-xrdb 1.1.0-2
xorg-xset 1.2.3-1
xorgproto 2018.4-1
xplanet 1.3.1-1
xsane 0.999-1
xsane-gimp 0.999-1
xsel 1.2.0.20160929-1
xterm 331-1
xvidcore 1.3.4-1
xz 5.2.3-1
yajl 2.1.0-1
yaourt 1.9-1
zd1211-firmware 1.5-1
zenity 3.26.0-1
zeromq 4.2.2-2
zip 3.0-7
zita-alsa-pcmi 0.2.0-3
zita-resampler 1.6.0-2
zlib 1:1.2.11-2
zsh 5.4.2-2
zstd 1.3.3-1
zvbi 0.2.35-1
